Year,mark,,yyyy,num
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1994,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1995,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1996,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1997,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2000,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
2001,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1998,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
1999,1,,,
